gdhA: HAIN001_00203	HAIN002_00273	HAIN003_00473	HAIN004_00707	HAIN005_01972	HAIN006_01111	HAIN007_00257	HAIN008_00454	HAIN009_00399	HAIN010_00871
hfq: HAIN001_00440	HAIN002_00512	HAIN003_00181	HAIN004_01051	HAIN005_01879	HAIN006_00803	HAIN007_00551	HAIN008_00170	HAIN009_00160	HAIN010_01755
gmhA_2: HAIN001_01247	HAIN002_01277	HAIN003_01234	HAIN004_01915	HAIN005_01076	HAIN006_01868	HAIN007_01382	HAIN008_01181	HAIN009_01228	HAIN010_01429
yibN: HAIN001_00807	HAIN002_00875	HAIN003_01675	HAIN004_01453	HAIN005_01520	HAIN006_00391	HAIN007_00932	HAIN008_01607	HAIN009_01659	HAIN010_00367
lysC: HAIN001_01707	HAIN002_01328	HAIN003_01176	HAIN004_01976	HAIN005_01024	HAIN006_01817	HAIN007_01867	HAIN008_01127	HAIN009_01177	HAIN010_01294
ylaC: HAIN001_01533	HAIN002_01563	HAIN003_00996	HAIN004_00228	HAIN005_00775	HAIN006_01516	HAIN007_01717	HAIN008_00948	HAIN009_00931	HAIN010_01203
sapB: HAIN001_00702	HAIN002_00736	HAIN003_01794	HAIN004_01308	HAIN005_01602	HAIN006_00531	HAIN007_00826	HAIN008_01717	HAIN009_01847	HAIN010_00285
coaE: HAIN001_00956	HAIN002_01017	HAIN003_01514	HAIN004_01612	HAIN005_01383	HAIN006_00245	HAIN007_01080	HAIN008_01450	HAIN009_01499	HAIN010_00090
sprT: HAIN001_01240	HAIN002_01270	HAIN003_01241	HAIN004_01908	HAIN005_01084	HAIN006_01875	HAIN007_01375	HAIN008_01188	HAIN009_01235	HAIN010_01421
citC: HAIN001_00026	HAIN002_00026	HAIN003_00657	HAIN004_00514	HAIN005_00029	HAIN006_00031	HAIN007_00026	HAIN008_00627	HAIN009_00682	HAIN010_01513
matP: HAIN001_01387	HAIN002_01546	HAIN003_01015	HAIN004_00247	HAIN005_00792	HAIN006_01499	HAIN007_01535	HAIN008_00964	HAIN009_00915	HAIN010_01175
group_3872: HAIN001_00804	HAIN002_00873	HAIN003_01678	HAIN004_01450	HAIN005_01522	HAIN006_00394	HAIN007_00930	HAIN008_01610	HAIN009_01661	HAIN010_00153
rluC: HAIN001_00441	HAIN002_00513	HAIN003_00180	HAIN004_01052	HAIN005_01878	HAIN006_00802	HAIN007_00552	HAIN008_00169	HAIN009_00159	HAIN010_01756
group_1045: HAIN001_00284	HAIN002_00349	HAIN003_00352	HAIN004_00817	HAIN005_00204	HAIN006_01030	HAIN007_00337	HAIN008_00329	HAIN009_00324	HAIN010_00013
group_98: HAIN001_01125	HAIN002_01161	HAIN003_01360	HAIN004_01784	HAIN005_01192	HAIN006_01985	HAIN007_01264	HAIN008_01296	HAIN009_01350	HAIN010_00723
rnhA: HAIN001_00152	HAIN002_00222	HAIN003_00529	HAIN004_00654	HAIN005_01921	HAIN006_01164	HAIN007_00207	HAIN008_00504	HAIN009_00450	HAIN010_01700
trmD: HAIN001_00216	HAIN002_00286	HAIN003_00458	HAIN004_00722	HAIN005_01987	HAIN006_01098	HAIN007_00270	HAIN008_00441	HAIN009_00386	HAIN010_01657
cbiM: HAIN001_01692	HAIN002_01342	HAIN003_01161	HAIN004_01991	HAIN005_01010	HAIN006_01803	HAIN007_01852	HAIN008_01113	HAIN009_01163	HAIN010_01279
prs: HAIN001_01681	HAIN002_01355	HAIN003_01147	HAIN004_02008	HAIN005_00994	HAIN006_01787	HAIN007_01841	HAIN008_01102	HAIN009_01145	HAIN010_01263
nrdG: HAIN001_01221	HAIN002_01253	HAIN003_01259	HAIN004_01885	HAIN005_01102	HAIN006_01892	HAIN007_01358	HAIN008_01205	HAIN009_01252	HAIN010_01464
dxr: HAIN001_00874	HAIN002_00940	HAIN003_01602	HAIN004_01521	HAIN005_01459	HAIN006_00330	HAIN007_00998	HAIN008_01546	HAIN009_01594	HAIN010_00492
group_913: HAIN001_01695	HAIN002_01339	HAIN003_01164	HAIN004_01988	HAIN005_01013	HAIN006_01806	HAIN007_01855	HAIN008_01116	HAIN009_01166	HAIN010_01282
group_1577: HAIN001_00759	HAIN002_00795	HAIN003_01727	HAIN004_01367	HAIN005_01657	HAIN006_00585	HAIN007_00884	HAIN008_01653	HAIN009_01785	HAIN010_00392
usg: HAIN001_01501	HAIN002_01589	HAIN003_00970	HAIN004_00202	HAIN005_00747	HAIN006_01544	HAIN007_01688	HAIN008_00922	HAIN009_00959	HAIN010_01091
rpsN: HAIN001_00856	HAIN002_00922	HAIN003_01619	HAIN004_01504	HAIN005_01477	HAIN006_00348	HAIN007_00981	HAIN008_01563	HAIN009_01611	HAIN010_00475
sapD: HAIN001_01716	HAIN002_01319	HAIN003_01188	HAIN004_01965	HAIN005_01033	HAIN006_01826	HAIN007_01876	HAIN008_01138	HAIN009_01186	HAIN010_01303
rplE: HAIN001_00855	HAIN002_00921	HAIN003_01620	HAIN004_01503	HAIN005_01478	HAIN006_00349	HAIN007_00980	HAIN008_01564	HAIN009_01612	HAIN010_00474
greA: HAIN001_01395	HAIN002_01554	HAIN003_01007	HAIN004_00239	HAIN005_00785	HAIN006_01506	HAIN007_01542	HAIN008_00957	HAIN009_00922	HAIN010_01163
pyrP: HAIN001_01292	HAIN002_01801	HAIN003_00800	HAIN004_00364	HAIN005_00584	HAIN006_01309	HAIN007_01430	HAIN008_00761	HAIN009_00818	HAIN010_00928
rbsA: HAIN001_00530	HAIN002_00599	HAIN003_00093	HAIN004_01155	HAIN005_01789	HAIN006_00712	HAIN007_00659	HAIN008_00083	HAIN009_00073	HAIN010_00358
rpoD: HAIN001_00561	HAIN002_00628	HAIN003_00062	HAIN004_01184	HAIN005_01757	HAIN006_00683	HAIN007_00688	HAIN008_00053	HAIN009_00044	HAIN010_00328
bolA: HAIN001_00178	HAIN002_00247	HAIN003_00504	HAIN004_00681	HAIN005_01946	HAIN006_01137	HAIN007_00232	HAIN008_00479	HAIN009_00424	HAIN010_00808
csdE: HAIN001_01357	HAIN002_01706	HAIN003_00866	HAIN004_00288	HAIN005_00663	HAIN006_01469	HAIN007_01496	HAIN008_00823	HAIN009_00877	HAIN010_01221
group_3820: HAIN001_01782	HAIN002_01873	HAIN003_00725	HAIN004_00445	HAIN005_00444	HAIN006_01226	HAIN007_01941	HAIN008_00689	HAIN009_00750	HAIN010_01374
group_1660: HAIN001_01148	HAIN002_01183	HAIN003_01335	HAIN004_01809	HAIN005_01170	HAIN006_01963	HAIN007_01286	HAIN008_01274	HAIN009_01325	HAIN010_00745
group_845: HAIN001_01306	HAIN002_01788	HAIN003_00814	HAIN004_00351	HAIN005_00597	HAIN006_01322	HAIN007_01443	HAIN008_00774	HAIN009_00831	HAIN010_00941
group_1261: HAIN001_01458	HAIN002_01645	HAIN003_00928	HAIN004_00144	HAIN005_00724	HAIN006_01569	HAIN007_01609	HAIN008_00883	HAIN009_01012	HAIN010_01132
group_3756: HAIN001_01318	HAIN002_01776	HAIN003_00829	HAIN004_00337	HAIN005_00612	HAIN006_01337	HAIN007_01455	HAIN008_00786	HAIN009_00843	HAIN010_00954
rodZ: HAIN001_00393	HAIN002_00466	HAIN003_00229	HAIN004_00933	HAIN005_00315	HAIN006_00919	HAIN007_00505	HAIN008_00216	HAIN009_00207	HAIN010_01709
rlmM: HAIN001_01260	HAIN002_01290	HAIN003_01220	HAIN004_01930	HAIN005_01063	HAIN006_01855	HAIN007_01398	HAIN008_01168	HAIN009_01215	HAIN010_00894
sitA: HAIN001_00389	HAIN002_00461	HAIN003_00234	HAIN004_00928	HAIN005_00311	HAIN006_00923	HAIN007_00501	HAIN008_00220	HAIN009_00212	HAIN010_01705
pdxY: HAIN001_00434	HAIN002_00506	HAIN003_00187	HAIN004_01043	HAIN005_01885	HAIN006_00809	HAIN007_00545	HAIN008_00176	HAIN009_00166	HAIN010_01749
pheT: HAIN001_01376	HAIN002_01526	HAIN003_01038	HAIN004_00269	HAIN005_00803	HAIN006_01487	HAIN007_01514	HAIN008_00986	HAIN009_00895	HAIN010_01079
hel: HAIN001_00749	HAIN002_00784	HAIN003_01737	HAIN004_01356	HAIN005_01669	HAIN006_00595	HAIN007_00874	HAIN008_01663	HAIN009_01798	HAIN010_00402
mrcA: HAIN001_00469	HAIN002_00539	HAIN003_00153	HAIN004_01086	HAIN005_01849	HAIN006_00774	HAIN007_00578	HAIN008_00143	HAIN009_00133	HAIN010_00037
group_1226: HAIN001_01257	HAIN002_01287	HAIN003_01223	HAIN004_01927	HAIN005_01066	HAIN006_01858	HAIN007_01392	HAIN008_01171	HAIN009_01218	HAIN010_00891
gor: HAIN001_00176	HAIN002_00245	HAIN003_00506	HAIN004_00679	HAIN005_01944	HAIN006_01139	HAIN007_00230	HAIN008_00481	HAIN009_00426	HAIN010_00810
groEL: HAIN001_00571	HAIN002_00638	HAIN003_00052	HAIN004_01195	HAIN005_01747	HAIN006_00673	HAIN007_00698	HAIN008_00043	HAIN009_00040	HAIN010_00317
asnS: HAIN001_01366	HAIN002_01516	HAIN003_01048	HAIN004_00280	HAIN005_00813	HAIN006_01477	HAIN007_01504	HAIN008_00996	HAIN009_00885	HAIN010_01069
group_1168: HAIN001_01023	HAIN002_01085	HAIN003_01437	HAIN004_01682	HAIN005_01311	HAIN006_00172	HAIN007_01151	HAIN008_01375	HAIN009_01432	HAIN010_00591
rsxD: HAIN001_01760	HAIN002_01850	HAIN003_00748	HAIN004_00422	HAIN005_00539	HAIN006_01264	HAIN007_01919	HAIN008_00711	HAIN009_00772	HAIN010_01347
galS: HAIN001_00888	HAIN002_00954	HAIN003_01588	HAIN004_01536	HAIN005_01445	HAIN006_00315	HAIN007_01012	HAIN008_01532	HAIN009_01580	HAIN010_00506
aroC: HAIN001_00210	HAIN002_00280	HAIN003_00465	HAIN004_00715	HAIN005_01979	HAIN006_01104	HAIN007_00264	HAIN008_00447	HAIN009_00392	HAIN010_00878
group_709: HAIN001_00382	HAIN002_00454	HAIN003_00241	HAIN004_00920	HAIN005_00304	HAIN006_00930	HAIN007_00494	HAIN008_00227	HAIN009_00219	HAIN010_00117
group_562: HAIN001_01225	HAIN002_01257	HAIN003_01255	HAIN004_01891	HAIN005_01098	HAIN006_01888	HAIN007_01362	HAIN008_01201	HAIN009_01248	HAIN010_01460
purK: HAIN001_01688	HAIN002_01346	HAIN003_01157	HAIN004_01995	HAIN005_01006	HAIN006_01799	HAIN007_01848	HAIN008_01109	HAIN009_01159	HAIN010_01275
yacG: HAIN001_00957	HAIN002_01018	HAIN003_01513	HAIN004_01613	HAIN005_01382	HAIN006_00244	HAIN007_01081	HAIN008_01449	HAIN009_01498	HAIN010_00091
leuB: HAIN001_01056	HAIN002_01113	HAIN003_01408	HAIN004_01713	HAIN005_01241	HAIN006_00141	HAIN007_01182	HAIN008_01345	HAIN009_01403	HAIN010_00622
putP: HAIN001_01415	HAIN002_01691	HAIN003_00881	HAIN004_00080	HAIN005_00678	HAIN006_01616	HAIN007_01568	HAIN008_00839	HAIN009_01054	HAIN010_01206
ppc: HAIN001_01711	HAIN002_01324	HAIN003_01180	HAIN004_01971	HAIN005_01028	HAIN006_01821	HAIN007_01871	HAIN008_01131	HAIN009_01181	HAIN010_01298
cca: HAIN001_01678	HAIN002_01358	HAIN003_01144	HAIN004_02011	HAIN005_00991	HAIN006_01784	HAIN007_01838	HAIN008_01099	HAIN009_01142	HAIN010_01260
group_3732: HAIN001_01054	HAIN002_01111	HAIN003_01410	HAIN004_01709	HAIN005_01243	HAIN006_00143	HAIN007_01180	HAIN008_01347	HAIN009_01405	HAIN010_00620
miaA: HAIN001_00070	HAIN002_00072	HAIN003_00614	HAIN004_00563	HAIN005_00064	HAIN006_00066	HAIN007_00061	HAIN008_00583	HAIN009_00638	HAIN010_01558
dgt: HAIN001_01362	HAIN002_01701	HAIN003_00871	HAIN004_00283	HAIN005_00668	HAIN006_01474	HAIN007_01501	HAIN008_00828	HAIN009_00882	HAIN010_01216
dgkA: HAIN001_00363	HAIN002_00436	HAIN003_00259	HAIN004_00900	HAIN005_00286	HAIN006_00948	HAIN007_00476	HAIN008_00245	HAIN009_00237	HAIN010_00109
serS: HAIN001_00116	HAIN002_00189	HAIN003_00565	HAIN004_00614	HAIN005_00154	HAIN006_02044	HAIN007_00174	HAIN008_00537	HAIN009_00486	HAIN010_00883
group_1614: HAIN001_00920	HAIN002_00986	HAIN003_01553	HAIN004_01571	HAIN005_01413	HAIN006_00283	HAIN007_01044	HAIN008_01500	HAIN009_01547	HAIN010_01638
kpsF: HAIN001_01752	HAIN002_01839	HAIN003_00760	HAIN004_00413	HAIN005_00548	HAIN006_01273	HAIN007_01911	HAIN008_00723	HAIN009_00780	HAIN010_01333
ribF: HAIN001_01031	HAIN002_01092	HAIN003_01430	HAIN004_01689	HAIN005_01263	HAIN006_00165	HAIN007_01158	HAIN008_01367	HAIN009_01425	HAIN010_00598
atpA: HAIN001_00511	HAIN002_00581	HAIN003_00111	HAIN004_01133	HAIN005_01808	HAIN006_00731	HAIN007_00641	HAIN008_00101	HAIN009_00091	HAIN010_00142
rlmB: HAIN001_00926	HAIN002_00992	HAIN003_01547	HAIN004_01577	HAIN005_01407	HAIN006_00277	HAIN007_01050	HAIN008_01494	HAIN009_01541	HAIN010_01629
pgpB: HAIN001_00224	HAIN002_00294	HAIN003_00447	HAIN004_00730	HAIN005_01995	HAIN006_01090	HAIN007_00278	HAIN008_00433	HAIN009_00378	HAIN010_01566
group_3719: HAIN001_00514	HAIN002_00584	HAIN003_00108	HAIN004_01136	HAIN005_01805	HAIN006_00728	HAIN007_00644	HAIN008_00098	HAIN009_00088	HAIN010_00145
fldA: HAIN001_00205	HAIN002_00275	HAIN003_00471	HAIN004_00710	HAIN005_01974	HAIN006_01109	HAIN007_00259	HAIN008_00452	HAIN009_00397	HAIN010_00873
argH: HAIN001_00878	HAIN002_00944	HAIN003_01598	HAIN004_01525	HAIN005_01455	HAIN006_00326	HAIN007_01002	HAIN008_01542	HAIN009_01590	HAIN010_00496
glpQ: HAIN001_00745	HAIN002_00780	HAIN003_01751	HAIN004_01352	HAIN005_01670	HAIN006_00596	HAIN007_00870	HAIN008_01675	HAIN009_01802	HAIN010_00408
psd: HAIN001_00175	HAIN002_00244	HAIN003_00507	HAIN004_00677	HAIN005_01943	HAIN006_01140	HAIN007_00229	HAIN008_00482	HAIN009_00427	HAIN010_00811
group_1219: HAIN001_01217	HAIN002_01249	HAIN003_01263	HAIN004_01880	HAIN005_01110	HAIN006_01903	HAIN007_01354	HAIN008_01209	HAIN009_01256	HAIN010_01468
btuD_4: HAIN001_01119	HAIN002_01154	HAIN003_01365	HAIN004_01779	HAIN005_01196	HAIN006_01990	HAIN007_01258	HAIN008_01301	HAIN009_01354	HAIN010_00719
sapA: HAIN001_01713	HAIN002_01322	HAIN003_01184	HAIN004_01969	HAIN005_01030	HAIN006_01823	HAIN007_01873	HAIN008_01135	HAIN009_01183	HAIN010_01300
ftsN: HAIN001_00962	HAIN002_01023	HAIN003_01507	HAIN004_01618	HAIN005_01377	HAIN006_00239	HAIN007_01086	HAIN008_01444	HAIN009_01493	HAIN010_00533
menF_2: HAIN001_01237	HAIN002_01267	HAIN003_01244	HAIN004_01905	HAIN005_01087	HAIN006_01878	HAIN007_01372	HAIN008_01191	HAIN009_01238	HAIN010_01448
sdaC: HAIN001_00318	HAIN002_00382	HAIN003_00317	HAIN004_00854	HAIN005_00237	HAIN006_00996	HAIN007_00432	HAIN008_00295	HAIN009_00290	HAIN010_01794
ybbH: HAIN001_00157	HAIN002_00227	HAIN003_00524	HAIN004_00660	HAIN005_01926	HAIN006_01157	HAIN007_00212	HAIN008_00499	HAIN009_00444	HAIN010_00828
sitD_2: HAIN001_00436	HAIN002_00508	HAIN003_00185	HAIN004_01046	HAIN005_01883	HAIN006_00807	HAIN007_00547	HAIN008_00174	HAIN009_00164	HAIN010_01751
group_3838: HAIN001_01341	HAIN002_01759	HAIN003_00849	HAIN004_00309	HAIN005_00631	HAIN006_01359	HAIN007_01476	HAIN008_00805	HAIN009_00860	HAIN010_00969
hldE: HAIN001_01601	HAIN002_01511	HAIN003_01054	HAIN004_00067	HAIN005_00838	HAIN006_01633	HAIN007_01737	HAIN008_01018	HAIN009_01066	HAIN010_01062
yccS: HAIN001_01754	HAIN002_01844	HAIN003_00754	HAIN004_00415	HAIN005_00546	HAIN006_01271	HAIN007_01913	HAIN008_00717	HAIN009_00778	HAIN010_01335
yceD: HAIN001_00174	HAIN002_00243	HAIN003_00508	HAIN004_00676	HAIN005_01942	HAIN006_01141	HAIN007_00228	HAIN008_00483	HAIN009_00428	HAIN010_00812
hemY: HAIN001_00640	HAIN002_00826	HAIN003_00403	HAIN004_01399	HAIN005_01570	HAIN006_00442	HAIN007_00767	HAIN008_00393	HAIN009_01709	HAIN010_01607
trpS: HAIN001_00688	HAIN002_00724	HAIN003_01809	HAIN004_01293	HAIN005_01614	HAIN006_00545	HAIN007_00814	HAIN008_01731	HAIN009_01861	HAIN010_00271
mlaD: HAIN001_01152	HAIN002_01187	HAIN003_01331	HAIN004_01813	HAIN005_01166	HAIN006_01959	HAIN007_01290	HAIN008_01270	HAIN009_01321	HAIN010_00749
fnr: HAIN001_01493	HAIN002_01597	HAIN003_00960	HAIN004_00194	HAIN005_00737	HAIN006_01556	HAIN007_01680	HAIN008_00914	HAIN009_00967	HAIN010_01142
ptsN: HAIN001_01213	HAIN002_01245	HAIN003_01267	HAIN004_01876	HAIN005_01114	HAIN006_01907	HAIN007_01350	HAIN008_01213	HAIN009_01260	HAIN010_01472
fumC: HAIN001_01465	HAIN002_01637	HAIN003_00936	HAIN004_00149	HAIN005_00731	HAIN006_01562	HAIN007_01615	HAIN008_00890	HAIN009_01008	HAIN010_01136
group_1758: HAIN001_01783	HAIN002_01874	HAIN003_00724	HAIN004_00446	HAIN005_00443	HAIN006_01225	HAIN007_01942	HAIN008_00688	HAIN009_00749	HAIN010_01375
trpG_2: HAIN001_01238	HAIN002_01268	HAIN003_01243	HAIN004_01906	HAIN005_01086	HAIN006_01877	HAIN007_01373	HAIN008_01190	HAIN009_01237	HAIN010_01447
znuA: HAIN001_00131	HAIN002_00203	HAIN003_00549	HAIN004_00632	HAIN005_00405	HAIN006_01182	HAIN007_00188	HAIN008_00522	HAIN009_00472	HAIN010_01678
zapB: HAIN001_00724	HAIN002_00761	HAIN003_01767	HAIN004_01330	HAIN005_01690	HAIN006_00615	HAIN007_00848	HAIN008_01693	HAIN009_01821	HAIN010_00308
group_1326: HAIN001_01774	HAIN002_01864	HAIN003_00733	HAIN004_00437	HAIN005_00507	HAIN006_01234	HAIN007_01933	HAIN008_00697	HAIN009_00758	HAIN010_00974
rplS: HAIN001_00215	HAIN002_00285	HAIN003_00459	HAIN004_00721	HAIN005_01986	HAIN006_01099	HAIN007_00269	HAIN008_00442	HAIN009_00387	HAIN010_01658
msrAB: HAIN001_01527	HAIN002_01566	HAIN003_00993	HAIN004_00225	HAIN005_00770	HAIN006_01521	HAIN007_01712	HAIN008_00945	HAIN009_00936	HAIN010_01198
mazG: HAIN001_00490	HAIN002_00561	HAIN003_00132	HAIN004_01110	HAIN005_01829	HAIN006_00752	HAIN007_00620	HAIN008_00122	HAIN009_00111	HAIN010_00432
pal: HAIN001_00409	HAIN002_00482	HAIN003_00212	HAIN004_01016	HAIN005_01909	HAIN006_00833	HAIN007_00521	HAIN008_00200	HAIN009_00191	HAIN010_01725
tgt: HAIN001_00268	HAIN002_00334	HAIN003_00370	HAIN004_00769	HAIN005_00187	HAIN006_01048	HAIN007_00309	HAIN008_00361	HAIN009_00339	HAIN010_00028
group_1669: HAIN001_01190	HAIN002_01223	HAIN003_01290	HAIN004_01854	HAIN005_01136	HAIN006_01929	HAIN007_01328	HAIN008_01235	HAIN009_01282	HAIN010_00787
group_3812: HAIN001_00033	HAIN002_00033	HAIN003_00650	HAIN004_00523	HAIN005_00036	HAIN006_00038	HAIN007_00033	HAIN008_00620	HAIN009_00675	HAIN010_01520
pstC: HAIN001_01447	HAIN002_01657	HAIN003_00916	HAIN004_00134	HAIN005_00713	HAIN006_01580	HAIN007_01599	HAIN008_00872	HAIN009_01023	HAIN010_01122
group_1939: HAIN001_00704	HAIN002_00739	HAIN003_01790	HAIN004_01312	HAIN005_01598	HAIN006_00527	HAIN007_00829	HAIN008_01714	HAIN009_01841	HAIN010_00289
group_210: HAIN001_00103	HAIN002_00171	HAIN003_00583	HAIN004_00595	HAIN005_00136	HAIN006_00098	HAIN007_00160	HAIN008_00554	HAIN009_00504	HAIN010_01446
rpmD: HAIN001_00861	HAIN002_00927	HAIN003_01614	HAIN004_01509	HAIN005_01472	HAIN006_00343	HAIN007_00986	HAIN008_01558	HAIN009_01606	HAIN010_00480
artQ: HAIN001_01244	HAIN002_01274	HAIN003_01237	HAIN004_01912	HAIN005_01079	HAIN006_01871	HAIN007_01379	HAIN008_01184	HAIN009_01231	HAIN010_01426
oppC: HAIN001_01189	HAIN002_01222	HAIN003_01291	HAIN004_01853	HAIN005_01137	HAIN006_01930	HAIN007_01327	HAIN008_01236	HAIN009_01283	HAIN010_00786
bamA: HAIN001_00982	HAIN002_01043	HAIN003_01487	HAIN004_01640	HAIN005_01357	HAIN006_00219	HAIN007_01106	HAIN008_01423	HAIN009_01473	HAIN010_00553
group_3755: HAIN001_01677	HAIN002_01359	HAIN003_01143	HAIN004_02012	HAIN005_00990	HAIN006_01783	HAIN007_01837	HAIN008_01098	HAIN009_01141	HAIN010_01259
sapC: HAIN001_01715	HAIN002_01320	HAIN003_01186	HAIN004_01966	HAIN005_01032	HAIN006_01825	HAIN007_01875	HAIN008_01137	HAIN009_01185	HAIN010_01302
group_726: HAIN001_00482	HAIN002_00552	HAIN003_00140	HAIN004_01101	HAIN005_01838	HAIN006_00763	HAIN007_00612	HAIN008_00130	HAIN009_00120	HAIN010_00440
rsmG: HAIN001_00517	HAIN002_00587	HAIN003_00105	HAIN004_01139	HAIN005_01802	HAIN006_00725	HAIN007_00647	HAIN008_00095	HAIN009_00085	HAIN010_00148
lapA: HAIN001_01287	HAIN002_01806	HAIN003_00795	HAIN004_00369	HAIN005_00579	HAIN006_01304	HAIN007_01425	HAIN008_00756	HAIN009_00813	HAIN010_00923
group_605: HAIN001_01673	HAIN002_01363	HAIN003_01138	HAIN004_02016	HAIN005_00986	HAIN006_01779	HAIN007_01833	HAIN008_01094	HAIN009_01137	HAIN010_01255
group_1287: HAIN001_01660	HAIN002_01381	HAIN003_01120	HAIN004_02029	HAIN005_00975	HAIN006_01768	HAIN007_01822	HAIN008_01077	HAIN009_01126	HAIN010_01244
pepD: HAIN001_00731	HAIN002_00768	HAIN003_01746	HAIN004_01337	HAIN005_01682	HAIN006_00608	HAIN007_00855	HAIN008_01671	HAIN009_01814	HAIN010_00316
ribC: HAIN001_01685	HAIN002_01351	HAIN003_01152	HAIN004_02004	HAIN005_00998	HAIN006_01791	HAIN007_01845	HAIN008_01106	HAIN009_01149	HAIN010_01267
rplL: HAIN001_00692	HAIN002_00728	HAIN003_01805	HAIN004_01297	HAIN005_01610	HAIN006_00541	HAIN007_00818	HAIN008_01727	HAIN009_01857	HAIN010_00275
group_373: HAIN001_01137	HAIN002_01172	HAIN003_01347	HAIN004_01797	HAIN005_01181	HAIN006_01974	HAIN007_01275	HAIN008_01285	HAIN009_01336	HAIN010_00734
hslV: HAIN001_00524	HAIN002_00593	HAIN003_00099	HAIN004_01147	HAIN005_01795	HAIN006_00718	HAIN007_00653	HAIN008_00089	HAIN009_00079	HAIN010_00364
potA: HAIN001_01410	HAIN002_01696	HAIN003_00876	HAIN004_00075	HAIN005_00673	HAIN006_01621	HAIN007_01563	HAIN008_00834	HAIN009_01059	HAIN010_01211
group_1680: HAIN001_01252	HAIN002_01282	HAIN003_01229	HAIN004_01921	HAIN005_01071	HAIN006_01863	HAIN007_01387	HAIN008_01176	HAIN009_01223	HAIN010_01435
aroA: HAIN001_01662	HAIN002_01379	HAIN003_01122	HAIN004_02027	HAIN005_00977	HAIN006_01770	HAIN007_01824	HAIN008_01079	HAIN009_01128	HAIN010_01246
recG: HAIN001_01822	HAIN002_01910	HAIN003_00687	HAIN004_00480	HAIN005_02017	HAIN006_02053	HAIN007_01977	HAIN008_00656	HAIN009_00711	HAIN010_01412
aroQ: HAIN001_01037	HAIN002_01098	HAIN003_01424	HAIN004_01695	HAIN005_01257	HAIN006_00159	HAIN007_01164	HAIN008_01361	HAIN009_01419	HAIN010_00604
fucU: HAIN001_00653	HAIN002_00838	HAIN003_00416	HAIN004_01412	HAIN005_01558	HAIN006_00430	HAIN007_00779	HAIN008_00405	HAIN009_01697	HAIN010_01596
lolA: HAIN001_01664	HAIN002_01375	HAIN003_01127	HAIN004_02025	HAIN005_00979	HAIN006_01772	HAIN007_01826	HAIN008_01083	HAIN009_01130	HAIN010_01248
group_179: HAIN001_01328	HAIN002_01768	HAIN003_00838	HAIN004_00327	HAIN005_00620	HAIN006_01345	HAIN007_01464	HAIN008_00794	HAIN009_00851	HAIN010_00962
yfiA: HAIN001_00281	HAIN002_00346	HAIN003_00355	HAIN004_00796	HAIN005_00201	HAIN006_01033	HAIN007_00334	HAIN008_00332	HAIN009_00327	HAIN010_00016
fdnG_1: HAIN001_00006	HAIN002_00006	HAIN003_00678	HAIN004_00489	HAIN005_00006	HAIN006_00006	HAIN007_00006	HAIN008_00647	HAIN009_00702	HAIN010_01493
ogt: HAIN001_00431	HAIN002_00503	HAIN003_00190	HAIN004_01040	HAIN005_01888	HAIN006_00812	HAIN007_00542	HAIN008_00179	HAIN009_00169	HAIN010_01746
rpmA: HAIN001_00945	HAIN002_01004	HAIN003_01526	HAIN004_01601	HAIN005_01394	HAIN006_00257	HAIN007_01069	HAIN008_01462	HAIN009_01510	HAIN010_00079
group_1314: HAIN001_01740	HAIN002_01826	HAIN003_00772	HAIN004_00399	HAIN005_00559	HAIN006_01284	HAIN007_01899	HAIN008_00735	HAIN009_00792	HAIN010_01322
rpiA: HAIN001_00494	HAIN002_00565	HAIN003_00127	HAIN004_01114	HAIN005_01825	HAIN006_00748	HAIN007_00624	HAIN008_00118	HAIN009_00107	HAIN010_00134
group_693: HAIN001_00219	HAIN002_00289	HAIN003_00454	HAIN004_00725	HAIN005_01990	HAIN006_01095	HAIN007_00273	HAIN008_00438	HAIN009_00383	HAIN010_01654
mdh: HAIN001_01275	HAIN002_01305	HAIN003_01205	HAIN004_01947	HAIN005_01047	HAIN006_01840	HAIN007_01413	HAIN008_01152	HAIN009_01200	HAIN010_00909
potB: HAIN001_01409	HAIN002_01697	HAIN003_00875	HAIN004_00074	HAIN005_00672	HAIN006_01622	HAIN007_01562	HAIN008_00833	HAIN009_01060	HAIN010_01212
rluE: HAIN001_00750	HAIN002_00785	HAIN003_01736	HAIN004_01357	HAIN005_01668	HAIN006_00594	HAIN007_00875	HAIN008_01662	HAIN009_01797	HAIN010_00401
yjjV: HAIN001_00083	HAIN002_00084	HAIN003_00600	HAIN004_00578	HAIN005_00075	HAIN006_00078	HAIN007_00075	HAIN008_00571	HAIN009_00624	HAIN010_00858
trmA: HAIN001_00914	HAIN002_00980	HAIN003_01560	HAIN004_01563	HAIN005_01419	HAIN006_00289	HAIN007_01038	HAIN008_01506	HAIN009_01554	HAIN010_01645
trkA: HAIN001_00672	HAIN002_00687	HAIN003_01826	HAIN004_01245	HAIN005_01630	HAIN006_00561	HAIN007_00798	HAIN008_01747	HAIN009_01877	HAIN010_00233
nlpI: HAIN001_00254	HAIN002_00321	HAIN003_00384	HAIN004_00756	HAIN005_00172	HAIN006_01063	HAIN007_00320	HAIN008_00374	HAIN009_00352	HAIN010_00066
